,Trend1,Trend2,Trend3,Trend4,Trend5,Trend6,Trend7,Trend8,Trend9,Trend10,Trend11,Trend12,Trend13,Trend14,Trend15,Trend16,Trend17,Trend18,Trend19,Trend20,Trend21,Trend22,EDHEC CTA,NewEdge CTA,NewEdge Trend Index,Barclay BTOP50
2003-07-31,-0.0068,-0.0236,0.0182,-0.058306,-0.0499,,-0.0122,-0.0046,,-0.0633,0.082,0.0218,,,-0.0244,-0.002365083,-0.004326083,-0.0186,-0.0486,-0.0061,-0.0532,-0.0365,-0.0171,-0.0127,-0.0154,-0.0181
2003-08-31,0.0062,-0.001,0.0195,-0.0392371,0.0236,,-0.0015,-0.0147,,0.0007,-0.014,0.0009,,,0.0399,-0.008836207,0.009327928,0.0185,-0.0354,-0.0051,0.0041,-0.0102,0.0078,0.0215,0.0286,0.0199
2003-09-30,0.0026,-0.0204,-0.007,-0.0829,-0.0134,,0.0044,0.0032,,0.0666,0.068,-0.0057,,,-0.1298,0.01065449,0.017657089,0.0423,0.0702,0.0303,0.0645,0.0087,-0.0019,-0.0052,-0.0437,-0.0049
2003-10-31,0.0472,0.0249,-0.0697,0.0908,0.0293,,-0.0063,0.097,,0.1532,0.1,0.1037,,,0.1201,0.025172117,0.006841216,-0.0462,0.2209,-0.002,0.0429,0.005,0.0104,0.0226,0.0326,0.0236
2003-11-30,-0.0248,-0.0069,-0.0224,0.001,0.0071,,0.0052,-0.0089,,-0.0027,-0.079,-0.0371,,,0.0337,-0.033578174,-0.018551393,-0.0328,-0.0003,-0.0046,0.0114,0.007,0.0018,-0.0019,-0.0014,-0.0043
2003-12-31,0.1027,0.0022,0.0354,0.051,0.0429,,0.0501,0.0499,,0.0535,0.077,0.0489,,,0.0717,0.080347448,0.053768408,0.0113,0.0869,-0.0021,0.0369,0.0478,0.0381,0.033,0.0418,0.0384
2004-01-31,0.0272,0.0208,0.012,0.0666,0.0301,,-0.0099,0.0082,,0.0419,-0.001,0.0343,,,0.0071,0.044824121,0.039127688,-0.028,0.0047,-0.0054,0.0119,0.0273,0.0199,0.0098,0.0139,0.0071
2004-02-29,0.1156,0.0494,0.0332,0.1274,0.1039,,0.0446,0.0733,,0.0845,0.037,0.0674,,,0.0757,-0.010003848,0.074016502,0.0393,0.0838,0.0075,0.0469,0.044,0.0529,0.0405,0.0688,0.0392
2004-03-31,-0.008,-0.0218,-0.0113,-0.0029,0.0074,,-0.0036,-0.0239,,0.0237,0.016,0.0171,,,-0.0004,-0.00855033,-0.013397635,-0.0138,0.0088,0.008,-0.0169,-0.0291,-0.0051,-0.0092,-0.0196,-0.0083
2004-04-30,-0.0862,-0.0317,-0.0916,-0.0921,-0.0639,,-0.1132,-0.0353,,-0.115,-0.054,-0.0525,,,-0.0979,-0.044492356,-0.088772466,-0.056,-0.0622,-0.0029,-0.0205,-0.0616,-0.0532,-0.039,-0.0767,-0.0428
2004-05-31,0.0028,-0.0025,-0.0211,-0.0628,-0.0069,,0.002,-0.0298,,-0.0699,0.047,-0.0023,,,-0.0248,-0.034051282,-0.013556682,0.013,0.0253,-0.0014,0.0083,-0.0178,-0.0118,-0.015,-0.0246,-0.0137
2004-06-30,-0.0296,-0.0235,-0.0393,-0.0457,-0.0286,,-0.0142,-0.0502,,-0.0073,-0.124,-0.0306,-0.0374,,-0.0507,-0.048630282,-0.036313166,-0.0998,0.0137,-0.05,-0.022,-0.0417,-0.0316,-0.0247,-0.046,-0.0272
2004-07-31,0.0133,-0.0134,-0.0452,0.0318,-0.004,,-0.0574,0.0089,,-0.0041,0.114,0.0032,-0.031,,-0.0502,-0.012276786,0.007115522,0.0136,0.0674,0.0058,-0.0335,0.0211,-0.0119,-0.0067,-0.0188,-0.0101
2004-08-31,0.0309,-0.0042,-0.0208,-0.0677,-0.0115,,0.0112,-0.0637,,-0.0621,-0.053,-0.0348,0.0401,,-0.0018,0.006553672,0.01684617,-0.0125,-0.1225,0.0172,0.0212,-0.1051,-0.0084,-0.0128,-0.0022,-0.012
2004-09-30,0.0514,0.0163,0.0127,0.0393,-0.0132,,0.029,-0.0097,,0.0776,-0.069,-0.0087,0.0218,,0.0022,0.028289178,0.034731055,-0.0099,0.0784,-0.0111,-0.006,0.0394,0.022,0.0036,0.0216,0.003
2004-10-31,0.0403,0.032,0.072,0.024,0.0256,,0.0024,0.0224,,0.0076,0.048,0.0067,0.0265,,0.0667,0.043668122,0.025643579,0.0623,0.0432,0.0192,0.0732,0.0243,0.0358,0.0289,0.0511,0.0305
2004-11-30,0.0637,0.0897,0.0992,-0.0263,0.0446,,0.0013,0.0461,,0.0963,0.138,0.0506,0.0622,,0.0566,0.092677824,0.043410914,-0.006,0.0279,0.0245,0.0645,0.1028,0.0475,0.0382,0.0634,0.0411
2004-12-31,-0.0019,0.0171,0.0112,0.0003,0.0087,,0.0043,-0.039,,-0.0494,-0.109,0.017,0.0208,,0.0376,0.001531687,-0.008619439,-0.0132,-0.0051,-0.0166,0.0109,0.0418,0,0.0042,0.0062,0.0055
2005-01-31,-0.0538,-0.0435,-0.0347,-0.024,-0.0219,-0.015,-0.0495,-0.0436,,-0.0428,-0.021,-0.0292,-0.0553,,-0.1016,-0.065570637,-0.024556091,-0.0767,-0.0548,-0.0259,-0.0418,0.013,-0.0438,-0.0263,-0.0609,-0.0287
2005-02-28,0.0658,0.0274,0.0029,-0.0404,-0.0113,-0.024,-0.0162,0.0049,,0.0054,0.057,0.0753,0.0056,,-0.0091,0.043371522,0.014877032,0.0258,-0.0895,0.034,0.0161,-0.0096,0.0005,0.0103,0.0086,0.0098
2005-03-31,0.0464,0.0203,-0.0314,0.0382,0.0015,-0.011,-0.0475,0.0285,,0.023,-0.028,-0.0052,0.0232,,-0.0443,-0.011568627,-0.024174111,0.0041,-0.01,-0.0026,-0.021,-0.0404,-0.0006,0.0032,0.0042,0.002
2005-04-30,-0.0421,-0.0348,-0.0449,-0.0402,0.0069,0.01,-0.0153,0.0234,,-0.0928,-0.078,-0.0416,-0.0338,,-0.111,-0.023011307,-0.005669219,-0.0346,-0.1004,-0.0046,-0.012,-0.0064,-0.0354,-0.0201,-0.0382,-0.0218
2005-05-31,0.0662,0.0103,0.0248,0.0056,0.049,0.05,-0.0216,0.0258,,-0.0408,0.035,0.0316,0.0433,,0.0205,0.027817259,0.022439737,0.0148,0.0193,0.0161,0.056,-0.003,0.0232,0.0146,0.0294,0.0145
2005-06-30,0.0313,0.0402,0.0476,0.0269,0.0624,0.019,0.0257,0.0764,,0.0532,0.041,0.0093,0.0102,,0.0855,0.069537732,0.030372402,0.0515,0.0666,0.0144,0.0358,0.0259,0.026,0.0192,0.0362,0.02
2005-07-31,-0.0185,0.0326,0.0008,0.0647,0.0108,0.04,0.003,-0.0412,,0.0662,-0.034,-0.0032,0.0364,0.0068,-0.0187,-0.003140007,0.010965429,-0.0402,-0.1216,-0.0132,-0.0135,-0.0276,-0.0013,-0.0014,0.0028,-0.0024
2005-08-31,0.0763,-0.0049,0.0151,0.0584,-0.0497,0.035,0.0199,0.0893,,0.0278,0.168,0.0088,0.0183,0.0393,-0.0173,0.022975727,0.057691594,0.0235,0.1574,0.0369,-0.016,0.0099,0.01,0.0003,0.0166,-0.0001
2005-09-30,-0.0617,0.018,0.0516,0.139,0.0391,0.124,0.0134,-0.0065,,0.1357,0.021,-0.0063,0.0548,-0.0153,0.0549,0.039847854,-0.028079656,0.0294,-0.0579,0.0164,0.0153,0.02,0.0079,0.0162,0,0.0183
2005-10-31,-0.0295,-0.0067,-0.0276,-0.0423,0.0344,-0.047,-0.0528,-0.0914,,-0.0564,-0.034,0.0122,-0.0223,-0.0178,-0.0105,0.006619056,-0.041662402,0.0011,-0.0598,-0.0056,0.0196,-0.0287,-0.0092,0.0016,-0.0045,0.0016
2005-11-30,0.0732,0.034,0.0624,0.1912,0.0221,0.045,0.0466,0.0736,,0.1527,0.1444,0.0636,0.0714,-0.0047,0.0308,0.062813636,0.050444206,0.0436,0.1415,0.0274,0.0448,0.068,0.0379,0.0269,0.0424,0.0271
2005-12-31,-0.0437,-0.03,0.0005,0.0232,-0.0246,0.025,-0.0307,0.0761,,0.0835,0.083,0.0327,-0.0069,-0.0864,-0.0309,-0.005535656,0.01034469,-0.0335,0.0396,0.0119,-0.0144,-0.0281,-0.0153,-0.0116,-0.0239,-0.0114
2006-01-31,0.042,0.0178,0.0557,0.0831,0.0204,0.041,0.006,0.1216,,0.1109,-0.02,0.0669,0.0402,-0.0258,0.0107,0.039129011,0.023176199,0.0434,0.0256,0.0237,0.0016,0.0386,0.0174,0.009,0.0161,0.0111
2006-02-28,-0.0258,-0.0226,-0.0081,-0.0718,-0.013,-0.012,-0.0192,-0.05,,-0.027,0.065,-0.0425,-0.0233,0.0005,-0.0042,-0.007877738,-0.022996435,-0.0302,-0.0153,-0.0102,-0.0013,-0.0092,-0.0186,-0.0061,-0.0187,-0.0059
2006-03-31,0.0401,0.0089,0.0249,0.0545,0.0363,0.052,0.0547,0.0511,,0.1305,-0.009,0.0507,0.073,-0.0097,0.0154,-0.019691917,0.011535786,0.0055,0.0571,0.0124,0.0344,0.0951,0.0284,0.0224,0.036,0.0213
2006-04-30,0.0566,0.0194,0.041,0.1013,-0.0282,0.055,0.0652,0.1683,0.051,0.1146,-0.007,0.0786,0.1077,0.116,0.0695,0.0884497,0.063453778,0.1462,0.0275,0.0464,0.0324,0.0908,0.0387,0.0242,0.0414,0.0243
2006-05-31,-0.0294,-0.0378,-0.0577,-0.0123,-0.0267,-0.04,-0.0356,-0.0246,-0.0498,-0.0427,-0.046,0.0005,-0.0083,0.0004,-0.0278,-0.033487126,-0.036399788,0.0091,-0.017,0.0123,0.0192,-0.0381,-0.0146,-0.0153,-0.0213,-0.0174
2006-06-30,-0.0117,-0.0126,-0.0153,-0.0139,-0.0039,-0.034,0.0084,-0.0013,0.0049,-0.061,-0.226,-0.0505,-0.0576,0.0135,-0.0083,-0.011395134,-0.010359434,-0.0318,-0.0232,0.0021,-0.0207,-0.0342,-0.0142,-0.0138,-0.0181,-0.0111
2006-07-31,-0.0047,-0.0369,-0.028,-0.0664,0.001,-0.007,-0.0302,-0.0663,-0.0456,-0.052,-0.086,-0.0535,-0.0464,-0.0351,-0.0247,-0.054361371,-0.025369049,-0.0608,-0.0526,-0.0065,-0.046,-0.0699,-0.0216,-0.0201,-0.0279,-0.0139
2006-08-31,0.0454,0.0472,-0.0093,0.0484,-0.0029,0.016,-0.0021,-0.0045,-0.0059,0.0195,0.015,0.037,0.049,-0.006,-0.0328,0.011365508,0.021946009,0.0036,0.0272,-0.0245,0.0397,0.0148,0.002,-0.0008,0.0088,-0.0041
2006-09-30,-0.011,0.0012,0.0006,-0.0038,-0.0263,0.007,-0.0184,0.0042,0.0037,0.01,-0.053,-0.0387,0.0011,0.0103,0.0102,0.018078176,0.012021081,0.0025,-0.0151,0.0106,-0.0315,0.0026,-0.0054,-0.0054,-0.0025,-0.0029
2006-10-31,0.0148,0.0456,0.033,0.0081,0.0211,0.013,0.0391,0.1039,0.0481,-0.0013,0.094,0.0227,-0.0252,0.0263,0.0196,0.001759718,0.001851168,0.0748,0.0408,0.0347,-0.0104,0.025,0.0102,0.0135,0.017,0.0123
2006-11-30,0.0324,0.0368,0.0053,0.0394,0.0102,0.016,0.015,0.0441,0.0023,0.0056,0.074,0.0233,0.0547,0.0135,0.0233,0.003193868,0.045086878,0.0595,0.0223,0.0092,0.0271,0.0484,0.0226,0.0238,0.0242,0.0213
2006-12-31,0.0214,0.0529,0.0531,0.02,0.0784,0.006,0.0613,-0.0154,0.0552,0.016,0.047,-0.0121,-0.0085,0.0385,0.0254,0.034383954,0.004986415,0.0254,0.0141,-0.001,0.0119,0.0028,0.0146,0.0262,0.0275,0.0208
2007-01-31,0.0386,0.0164,0.0171,0.0229,0.0252,0.013,0.0297,-0.0589,0.0278,0.0056,0.001,0.0007,0.0287,0.0143,-0.0135,0.075100031,0.004899985,-0.0049,0.0108,-0.0027,0.0397,0.0043,0.0113,0.0114,0.0171,0.0112
2007-02-28,-0.0593,-0.0407,-0.0271,-0.0374,-0.0553,-0.014,-0.0204,0.0005,-0.0583,-0.0518,0.0513,-0.004,-0.0124,0.0033,-0.0623,-0.029487547,-0.025068798,-0.0323,-0.04,0.0054,-0.0469,-0.0571,-0.0144,-0.0175,-0.0401,-0.0163
2007-03-31,-0.0395,-0.0324,0.0272,-0.0375,-0.0304,-0.007,-0.004,-0.0516,-0.0194,-0.0882,-0.0933,-0.0133,-0.0724,0.0214,-0.0363,-0.075368732,-0.022614589,-0.005,-0.0232,0.0005,-0.0389,-0.0142,-0.012,-0.014,-0.0232,-0.011
2007-04-30,0.0646,0.0569,0.0627,0.0703,0.0199,0.038,0.059,0.0813,0.0466,0.0259,0.0601,0.03,0.0662,0.0382,0.0717,0.079917052,0.031353612,0.0626,0.065,-0.0074,0.0338,0.0398,0.0241,0.0344,0.0516,0.0235
2007-05-31,0.0505,0.0684,0.068,0.0292,0.0561,0.029,0.0545,-0.0012,0.0622,0.047,0.0615,0.0378,0.0353,0.0386,0.1425,0.028951256,0.022145099,-0.0079,0.0496,-0.0002,0.0609,0.0661,0.0232,0.0323,0.0584,0.026
2007-06-30,0.0191,0.0365,0.0343,0.0967,0.042,0.012,0.012,-0.0022,0.0368,0.0485,-0.0713,0.0011,0.0521,0.0667,0.0623,0.045650301,0.043146627,0.0681,0.0366,0.0411,0.0496,0.0905,0.0238,0.0235,0.0231,0.0171
2007-07-31,-0.0118,-0.025,-0.0455,-0.0595,-0.1058,-0.054,-0.0499,-0.0316,-0.0568,-0.1689,0.1391,-0.0098,-0.0284,0.0025,-0.03,-0.038577705,0.003416621,0.0207,-0.0254,0.0365,-0.0197,-0.0615,-0.0122,-0.0259,-0.0485,-0.012
2007-08-31,-0.0088,-0.0244,-0.093,-0.0766,-0.069,-0.047,-0.0221,-0.0653,-0.0653,-0.194,0.1678,-0.0604,-0.0915,-0.0941,-0.036,-0.034699415,-0.038794005,-0.1184,-0.0373,-0.0194,-0.0581,-0.0523,-0.028,-0.0407,-0.0695,-0.0279
2007-09-30,0.0699,0.0781,0.0585,0.1128,0.0211,0.052,0.0431,0.2056,0.0551,0.0392,0.1431,0.0804,0.0928,0.0848,0.0437,0.055621302,0.080859483,0.138,0.052,0.0439,0.0435,0.0156,0.0469,0.0429,0.0613,0.0347
2007-10-31,0.0252,0.0902,0.0638,0.0958,0.0543,0.023,0.0639,0.0733,0.0733,0.1372,-0.1398,0.0266,0.0723,0.0717,0.0682,0.089966368,0.050714266,0.0673,0.0432,0.0247,0.0682,0.0357,0.0417,0.0354,0.0604,0.0242
2007-11-30,0.0242,-0.0216,-0.0322,-0.0393,-0.0604,0.012,-0.0221,0.004,-0.0421,-0.0859,0.143,-0.0059,-0.0143,-0.0184,-0.0079,0.042555927,-0.012064604,-0.0371,0.0116,0.025,0.0283,0.0345,-0.0016,-0.0085,-0.0096,-0.0011
2007-12-31,0.0024,0.0132,0.0166,0.0494,-0.0185,0.006,0.022,0.0381,0.034,0.0847,0.059,0.0119,-0.0052,-0.0029,-0.0252,-0.041558762,0.00122531,0.0404,0.0647,0.0168,-0.0243,0.015,0.0117,0.0086,0.0132,0.007
2008-01-31,0.0385,-0.0048,0.016,-0.0354,-0.0005,0.066,-0.0066,0.0921,0.0497,0.2165,0.3437,0.0835,0.0346,0.0929,0.0177,0.060859496,0.087555224,0.0209,0.0644,0.06,0.0619,0.1385,0.0255,0.0168,0.0261,0.0183
2008-02-29,0.0795,0.0555,0.0659,0.2265,0.0195,0.028,0.047,0.2002,0.0763,0.2886,0.0824,0.1386,0.062,0.1098,0.0749,0.027774409,0.091654408,0.1492,0.0657,0.0224,0.0602,0.069,0.062,0.046,0.0717,0.0477
2008-03-31,-0.0066,0.0133,-0.0229,-0.0673,-0.0064,0.02,-0.0116,-0.0628,-0.0364,-0.0796,0.041,-0.0408,0.0082,0.0295,0.0135,0.045315081,-0.019373798,-0.0053,-0.0021,-0.009,0.0157,0.0017,-0.0056,-0.002,-0.0138,-0.0024
2008-04-30,-0.0099,0.0059,-0.0095,-0.0192,-0.0249,0,-0.0365,0.0211,-0.0526,-0.0858,-0.0041,0.0421,0.0069,0.0071,0.0091,0.010047415,-0.017459248,0.0126,0.0034,-0.016,-0.0383,-0.0655,-0.0078,-0.0197,-0.0172,-0.0145
2008-05-31,0.0199,0.0328,0.0145,0.1072,0.0204,0.004,-0.018,0.02,0.0427,0.0535,-0.0839,0.0202,0.0402,0.0214,0.0304,0.031518945,0.022128553,0.0488,-0.0094,-0.0198,0.0345,0.0263,0.0162,0.0174,0.0259,0.0122
2008-06-30,0.0506,0.0303,0.0645,0.1384,0.0558,0.014,0.0404,0.0765,0.0807,0.0851,0.1324,0.022,0.0257,0.0357,0.0463,0.009751869,0.030480705,0.0422,0.0204,-0.0063,0.0516,0.0043,0.033,0.023,0.0539,0.0222
2008-07-31,-0.0463,-0.0238,-0.0309,-0.172,-0.0131,-0.034,-0.0565,-0.1233,-0.0933,-0.1878,-0.0148,-0.0698,-0.0495,-0.0573,-0.0539,-0.061058053,-0.059489956,-0.1355,-0.0419,-0.0182,-0.072,-0.0727,-0.0333,-0.0272,-0.0505,-0.022
2008-08-31,-0.03,-0.0138,-0.0398,-0.0669,-0.0132,-0.019,-0.0046,-0.0314,-0.0447,-0.0673,0.2465,0.0163,-0.0372,0.0102,-0.0224,-0.039085714,0.025041768,0.0136,0.0008,-0.0336,0.0201,-0.0054,-0.0114,-0.018,-0.029,-0.0191
2008-09-30,-0.0041,0.0495,0.0322,0.0972,-0.01,-0.01,0.0438,-0.0843,0.0333,0.1158,-0.0013,-0.0374,0.0105,0.0823,0.0254,-0.004757374,0.012203998,-0.0126,0.0555,-0.012,0.0271,0.0963,0.001,0.0033,0.0098,-0.0004
2008-10-31,0.0373,0.0712,0.0891,0.2277,-0.0067,0.048,0.1103,0.1377,0.1001,0.4549,0.008,0.0701,0.0427,0.1077,0.1175,0.154517208,0.100540741,0.2059,0.0473,0.0879,0.149,0.247,0.0345,0.0498,0.0731,0.0491
2008-11-30,0.0497,0.0257,0.021,0.0408,-0.013,0.042,0.0616,0.161,0.0552,0.0697,-0.068,0.053,0.0627,0.0142,0.0403,0.01283511,0.103947888,0.101,0.0201,0.0181,0.0386,0.1316,0.0214,0.0209,0.0282,0.0236
2008-12-31,0.021,0.0229,0.0121,0.0619,0.0071,0.02,0.0244,0.1276,0.0388,0.053,-0.0459,0.0455,0.0276,0.0102,0.0199,0.058252427,0.059803715,0.0498,0.0376,-0.0246,0.0248,0.0611,0.014,0.0165,0.0211,0.0163
2009-01-31,0.0099,-0.0027,0.0021,-0.03,0.0011,-0.0074,-0.0382,-0.0615,0.0047,0.016,-0.0848,-0.0302,-0.023,-0.0067,0.0062,-0.023370352,-0.019630933,0.0038,-0.0074,0.0118,-0.019,-0.0125,-0.0016,0.0018,-0.0031,0.0016
2009-02-28,-0.0021,0.0076,0.0237,0.0023,0.0131,0.0045,-0.0158,-0.0312,0.0074,-0.0003,0.0088,-0.014,-0.0229,-0.014,0.0189,0.002373183,-0.006876646,-0.0232,0.0012,-0.0186,0.0023,0.0348,-0.0031,0.0016,0.0054,0.0004
2009-03-31,-0.0164,-0.0334,-0.045,-0.0258,-0.0197,0.0093,-0.0559,-0.0463,-0.0367,-0.0336,-0.0532,-0.0249,-0.0087,-0.0806,-0.0453,-0.059287758,-0.022069837,-0.0757,-0.0182,-0.05,-0.024,-0.0303,-0.018,-0.0246,-0.0297,-0.0195
2009-04-30,-0.0301,0.0018,-0.0417,-0.0164,-0.0455,-0.0071,-0.0363,-0.0434,-0.0306,-0.0551,-0.0956,-0.0096,-0.0299,0.0226,-0.0226,-0.041317114,0.001352063,-0.0243,-0.0312,-0.0257,-0.0236,-0.059,-0.014,-0.0197,-0.0246,-0.0164
2009-05-31,-0.0203,0.0128,-0.0329,0.019,-0.0045,0.0226,0.0301,0.0701,-0.0213,-0.013,0.2028,0.1031,0.0334,0.1512,0.0463,0.005469263,0.055548712,0.133,0.0389,0.0482,0.0182,0.0854,0.0213,0.0131,0.0049,0.0098
2009-06-30,-0.0126,-0.011,-0.0212,-0.0312,-0.0221,-0.0311,-0.0397,-0.033,-0.0791,-0.0681,0.0252,-0.0287,-0.0089,-0.0123,-0.0489,-0.034921671,-0.034848923,0.0036,0.0053,-0.0164,-0.0406,-0.0708,-0.0147,-0.0178,-0.0312,-0.0166
2009-07-31,-0.0152,-0.023,-0.0155,-0.0009,0.0022,0.0146,0.0048,-0.0143,-0.0155,-0.0053,0.0024,0.0129,-0.0151,0.0518,0.0329,0.008792695,0.013144955,0.0057,-0.023,0.0097,0.0131,0.0739,-0.0012,-0.0035,0.0019,-0.0037
2009-08-31,0.0032,0.0023,0.0157,0.02,-0.0093,0.0103,-0.0046,0.0495,0.0429,0.1085,0.0652,0.0399,0.0127,0.0074,0.0191,-0.007822103,0.003702727,-0.0173,0.0148,-0.0051,0.0051,0.044,0.0054,0.0088,0.0157,0.0039
2009-09-30,0.0285,-0.0093,0.0428,0.0241,0.0397,0.0202,0.0201,0.0169,0.0295,0.0132,-0.0165,0.0087,0.0034,0.0374,0.0454,0.027255322,0.015188821,0.036,0.0007,-0.007,0.0214,0.0271,0.0151,0.0217,0.024,0.0143
2009-10-31,-0.0159,-0.0348,-0.0292,-0.0532,-0.0124,-0.0321,-0.0076,-0.0353,-0.0453,-0.0786,-0.0827,-0.029,-0.0182,-0.0229,-0.0257,-0.016007017,-0.017107806,-0.0517,-0.0112,-0.0052,-0.0372,0.016,-0.0147,-0.0174,-0.0294,-0.0169
2009-11-30,0.0512,0.0211,0.0509,0.0375,0.0353,0.0451,0.0218,0.0871,0.0808,0.107,0.0726,0.0326,0.0506,0.0548,0.0645,0.021058496,0.060638269,0.0177,0.0155,-0.0024,0.0771,0.0529,0.0332,0.0271,0.0517,0.0209
2009-12-31,-0.0245,-0.0479,-0.0203,-0.0266,-0.0348,-0.0341,-0.0171,-0.0702,-0.0448,-0.0319,0.0358,-0.0414,-0.0271,-0.0221,-0.0341,-0.060890441,-0.04777984,-0.1116,-0.0398,0.0007,-0.0734,-0.0377,-0.0253,-0.0325,-0.0309,-0.0253
2010-01-31,-0.0264,-0.039,-0.0225,-0.0274,-0.0715,-0.0328,-0.0102,-0.102,-0.0264,-0.0384,-0.0312,-0.0629,-0.0676,-0.0575,-0.0829,-0.021264234,-0.032145252,-0.0693,-0.0086,0.026,-0.0335,-0.0248,-0.0282,-0.019,-0.0383,-0.0198
2010-02-28,0.0233,0.0118,0.0162,0.0112,0.0146,0.0248,-0.0009,-0.0012,0.0235,-0.0715,-0.0428,-0.0208,0.0248,0.006,0.0059,-0.009022913,0.01370142,0.0019,-0.0036,-0.0167,0.0394,0.0163,0.009,0.0127,0.0197,0.0069
2010-03-31,0.0491,0.0818,0.0653,0.0456,0.0229,0.0239,0.0403,0.0737,0.0395,-0.0515,0.092,0.0284,0.0442,0.0566,0.0415,0.054031389,0.016094187,0.0158,0.0142,-0.0113,0.0197,0.055,0.0275,0.0267,0.049,0.0197
2010-04-30,0.0175,0.0182,0.0345,0.0043,0.0265,0.016,-0.0066,0.0119,0.0222,0.0202,-0.0313,-0.0082,0.0459,-0.0387,0.019,0.020345533,0.015420453,0.0185,-0.0254,-0.0146,0.0071,0.0185,0.01,0.0138,0.0203,0.0086
2010-05-31,-0.0101,-0.0458,-0.0774,-0.0374,-0.0287,-0.028,0.0366,-0.0599,-0.0334,-0.0877,0.2793,0.0639,-0.0406,-0.0165,-0.0032,-0.019271472,-0.017360002,0.0326,-0.0392,0.0435,0.0176,0.003,-0.0248,-0.0142,-0.045,-0.024
2010-06-30,0.0147,-0.0022,-0.0132,-0.0383,-0.0057,0.009,-0.0154,-0.0054,0.0068,0.0053,-0.0502,0.0262,0.0132,0.0149,-0.0168,0.008291686,0.044296882,-0.0152,-0.0173,0.0028,0.0189,-0.0044,0.0011,-0.0024,-0.0054,-0.0038
2010-07-31,-0.0278,-0.0086,-0.005,-0.0052,-0.0169,-0.011,-0.034,0.019,-0.0201,-0.1203,0.1279,-0.0089,0.0107,-0.0485,-0.0123,-0.022755435,-0.010930245,-0.0224,-0.0192,-0.0033,-0.0304,-0.0349,-0.008,-0.0047,-0.0162,-0.0069
2010-08-31,0.0478,0.0275,0.035,0.07,0.0529,0.047,0.029,0.0561,0.0701,0.1459,0.0351,0.0268,0.0246,0.0004,0.0369,0.067896254,0.06439846,0.0697,0.037,0.0289,0.1038,0.068,0.031,0.0347,0.0545,0.0314
2010-09-30,0.0094,0.0359,0.0393,0.0247,0.0464,-0.008,0.0138,0.0357,0.0105,0.1646,0.0691,0.0008,0.0386,0.0973,0.0077,0.012521589,0.011923465,0.0752,0.0456,0.0072,-0.0104,0.0042,0.0267,0.0128,0.0264,0.0165
2010-10-31,0.0251,0.0391,0.0266,0.04,0.0421,0.018,0.0463,0.0638,0.0452,0.2229,-0.0503,0.053,0.0458,0.0117,0.0497,0.084328358,0.043592372,0.0614,0.038,0.0155,0.0378,0.0498,0.0311,0.0267,0.0495,0.0205
2010-11-30,-0.0201,-0.0082,-0.0272,-0.0418,-0.0149,-0.015,-0.0553,-0.0069,-0.0478,-0.0536,-0.0593,-0.012,-0.0321,-0.0437,-0.0251,-0.081112968,-0.042366233,-0.0682,-0.0172,-0.0217,-0.0439,-0.0465,-0.0224,-0.0282,-0.0388,-0.0177
2010-12-31,0.0375,0.036,0.0568,0.0551,0.051,0.043,0.0772,0.0836,0.0617,0.253,0.0421,0.0503,0.0751,0.1202,0.0314,0.057243741,0.05315712,0.101,0.0854,0.0369,0.0545,0.0682,0.0436,0.0332,0.0567,0.0329
2011-01-31,0.0008,-0.0077,-0.0126,-0.0695,-0.0106,0,-0.0313,-0.0052,-0.0129,0.0207,-0.1394,-0.0039,0.0155,0.0227,-0.005,-0.035320312,0.015098507,-0.0491,0.0157,-0.0431,-0.006,0.0278,-0.0063,-0.0145,-0.0115,-0.0116
2011-02-28,0.0151,0.0177,0.0252,-0.0113,0.0255,0.0323,-0.0095,0.0209,0.0249,0.0978,0.0151,0.0195,0.0325,0.0157,0.0238,0.012169534,-0.00569955,0.0584,0.0335,0.0137,0.0239,0.0267,0.0177,0.0119,0.0186,0.0046
2011-03-31,0.0025,-0.0214,-0.0253,-0.0805,-0.0641,-0.0276,-0.0427,-0.0285,-0.0133,-0.0462,0.0724,0.0014,-0.0325,-0.0105,-0.0388,-0.046745439,-0.017714039,-0.0653,-0.0678,-0.0075,-0.0576,-0.0373,-0.0164,-0.0106,-0.0408,-0.0133
2011-04-30,0.03,0.0285,0.0609,0.0241,0.0705,0.0445,0.0873,0.0504,0.0433,0.0607,-0.022,0.0327,0.0242,0.0806,0.0569,0.041317821,0.032905298,0.1642,0.0582,0.0459,0.0656,0.0281,0.0367,0.0359,0.0474,0.0226
2011-05-31,-0.0216,-0.0446,-0.0439,-0.0695,-0.0317,-0.0302,-0.0614,-0.0494,-0.0524,-0.1182,-0.068,-0.0813,-0.0886,-0.054,-0.063,-0.014722773,-0.030842103,-0.0592,-0.0368,-0.0354,-0.059,-0.0474,-0.0339,-0.0448,-0.0501,-0.026
2011-06-30,-0.0251,-0.0259,-0.0419,-0.0391,-0.04,-0.0307,-0.0373,-0.0398,-0.0316,-0.0741,-0.0069,-0.0079,-0.0158,-0.0447,-0.0283,-0.014942772,-0.020575361,-0.094,-0.0549,-0.0131,-0.041,-0.048,-0.0239,-0.0166,-0.0334,-0.0108
